Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Aruba,ABW,Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,43.84718968,43.35834626,42.92574478,42.48875562,41.95013326,41.29009763,40.68959543,39.90009474,39.0110643,38.13472738,37.31608621,36.08681023,35.01504011,33.98901117,32.86908538,31.57755906,30.87842076,29.90756386,28.73400662,27.54251417,26.51424388,25.82924695,25.31420654,25.00120577,24.78515501,24.52797258,24.8627163,24.97695405,24.85305915,24.64117184,24.54745853,24.08467704,23.80449916,23.68558976,23.59843546,23.4201484,23.5625,23.58310611,23.49072493,23.34812651,23.17920157,22.91868501,22.62295772,22.27753899,21.88237439,21.47334326,21.22441288,21.07883817,21.00283169,20.94763092,20.87361929,20.53344831,20.10489681,19.61487397,19.13097933,18.70309849,18.24139971,17.91115671,
Afghanistan,AFG,Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,42.1368397,42.44514204,42.61825654,42.71525749,42.8060782,42.91935313,43.25337698,43.55152936,43.81698787,44.03883834,44.21346951,44.5539146,44.80870914,44.99530339,45.12285436,45.18221429,45.44779682,45.67873459,45.86458679,45.96918318,45.94488228,46.21738364,46.45472874,46.66908919,46.91206152,47.25915616,47.42959705,47.49721393,47.54460835,47.68634279,48.04144202,48.0147121,47.97367986,47.96065928,47.92964621,47.79772159,47.99609311,48.19351738,48.34689612,48.46081227,48.5695855,48.49358712,48.32098365,48.09824698,47.8472534,47.56211988,47.6936175,47.82358821,47.91077947,47.90947157,47.79811192,47.34327593,46.73910034,46.0337849,45.28738916,44.53198367,43.85952495,43.24455945,
Angola,AGO,Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,44.73789787,45.19294548,45.7792546,46.36320511,46.73087139,46.79464911,47.07689821,47.03391039,46.78548102,46.5158389,46.32881475,46.41185437,46.49567559,46.58390538,46.64698064,46.6732418,46.95155561,47.13856422,47.26378369,47.35721871,47.43503287,47.72735853,47.91080421,48.01715984,48.06451993,48.04873051,48.22178517,48.34413833,48.4001432,48.37716535,48.28530985,48.39091195,48.35977143,48.24089317,48.07785771,47.88253468,47.88842117,47.83247457,47.72664622,47.58781414,47.43956605,47.44857673,47.41400116,47.35566257,47.2858385,47.21006609,47.29716358,47.33976176,47.35127131,47.33961618,47.30629907,47.36251714,47.35684557,47.30332783,47.21095467,47.08030225,46.95969381,46.80786214,
Albania,ALB,Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,40.15492135,40.54095735,40.89980456,41.21189545,41.43246367,41.53207199,41.64196767,41.59988553,41.43608743,41.19761694,40.91001666,40.54099958,40.17869027,39.78971406,39.32870687,38.78461979,38.2957113,37.70974061,37.08007854,36.48102301,35.94886543,35.461694,35.03654897,34.65970174,34.31092311,33.98734932,33.70985335,33.47621019,33.26386341,33.0214073,32.69587201,32.81217037,32.85552895,32.81657822,32.73532563,32.65485062,32.13278581,31.66695818,31.23444829,30.78072883,30.26323123,29.60365846,28.87565329,28.0905688,27.28176317,26.46773702,25.54768949,24.70122262,23.90783551,23.16201625,22.46673638,21.42535225,20.47078823,19.5826416,18.75991817,18.02687463,17.72239665,17.3967054,
Andorra,AND,Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,43.31695457,43.68344966,44.00712477,44.27662841,44.46982718,44.57831443,44.78962776,44.88717297,44.90481666,44.8774919,44.81882415,44.87313662,44.86096804,44.80183093,44.71895717,44.63070298,44.57760541,44.51257016,44.43464316,44.33282437,44.19981135,44.12069491,44.0020262,43.85465362,43.69265854,43.52166417,43.44401801,43.33384865,43.19550424,43.01884018,42.84044678,42.5810166,42.33814072,41.95181911,41.51033542,40.95714255,40.47057808,39.95988024,39.43444867,38.90139958,38.36221145,37.79696206,37.23659316,36.68655093,36.15378973,35.64630224,35.16444445,34.69822871,34.27276811,33.91550012,33.63779454,33.47965907,33.39712773,33.36217214,33.32631829,33.25728697,33.21608355,33.08837357,
United Arab Emirates,ARE,Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,44.69309325,43.549536,42.25051568,40.9370371,39.68988443,38.54165281,37.42062923,36.49865224,35.80029914,35.31007752,35.05195351,32.6077444,30.61155187,29.2005519,28.40734549,28.16439483,27.40411443,27.02825895,27.12769078,27.52730978,28.00637769,28.74698903,29.5140579,30.32919413,31.15076626,31.90729031,32.06046931,31.99014812,31.76273924,31.4054952,30.93038608,30.19056601,29.44730737,28.70551621,27.96693071,27.25774046,26.89469549,26.49608705,26.23171121,26.10193156,25.98011046,23.88612016,22.03908952,20.51400186,19.31666655,18.41433744,16.71285105,15.41379339,14.52124501,13.89700476,13.37712818,13.54861213,13.59911681,13.62457437,13.68912145,13.78653446,13.88772259,13.89564735,
Argentina,ARG,Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,30.72561693,30.66018895,30.56898821,30.44944834,30.29879071,30.11870725,29.97572002,29.80337737,29.61717753,29.44159039,29.29427693,29.20278174,29.13908268,29.1055728,29.10851938,29.15467176,29.3238865,29.56821914,29.85279463,30.11825303,30.32658495,30.62433706,30.74888597,30.77281489,30.79511902,30.85554956,30.75943529,30.78393473,30.83774043,30.79633708,30.61321082,30.46949444,30.1804648,29.80662173,29.44328995,29.13403683,28.86713099,28.62486151,28.40599709,28.19519163,27.98482475,27.7334094,27.5273355,27.34124456,27.1428297,26.91889293,26.74372056,26.51935851,26.27454755,26.05300366,25.87377916,25.69975538,25.57161494,25.46689727,25.34789199,25.19593765,25.0586568,24.88531499,
Armenia,ARM,Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,38.65483534,39.78292972,40.66088222,41.29386424,41.70092466,41.87804909,41.78857845,41.43324595,40.85509383,40.13524569,39.33768042,38.22493745,37.22240919,36.27753217,35.30300348,34.27053574,33.41659806,32.47391046,31.55429803,30.8023502,30.27020557,29.93193973,29.80524698,29.81923637,29.86417985,29.88466502,29.92400927,29.96805856,30.02370279,30.06917352,30.04387868,30.02683688,29.93386216,29.7622906,29.53012797,29.2573497,28.71699048,28.09945211,27.40217404,26.63141705,25.81111863,24.8087378,23.87592591,23.01075682,22.20587,21.46153689,20.93016731,20.41716899,19.96348282,19.63325283,19.46073956,19.42786519,19.46110963,19.56330532,19.70270661,19.84456367,19.92019327,20.00665427,
American Samoa,ASM,Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
